beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
It's Complicated Being A Wizard,Burlington Beer Company,IPA - Imperial / Double New England,8,50,,,,,,,,4,3/21/2020 22:38,https://untappd.com/c/880380556,https://untappd.com/beer/860861,https://untappd.com/brewery/39375,United States,Williston,VT,,,Can,880380556,860861,39375,https://untappd.s3.amazonaws.com/photos/2020_03_22/ba89e56927f666f5db4a7d00fcf42edf_raw.jpg,4.13,4.12,jason manenkoff,0,0
Crush Together,Finback Brewery,IPA - Imperial / Double,8,0,,,,,,,,4,3/21/2020 22:54,https://untappd.com/c/880385571,https://untappd.com/beer/3726370,https://untappd.com/brewery/52099,United States,Queens,NY,coconut,,Can,880385571,3726370,52099,https://untappd.s3.amazonaws.com/photos/2020_03_22/1a3c702382f4793723173852b61a1bfa_raw.jpg,4.28,4.18,jason manenkoff,1,0
Mylar Arch,Other Half Brewing Co.,IPA - American,8.3,0,,,,,,,,4,3/22/2020 0:26,https://untappd.com/c/880405065,https://untappd.com/beer/3725405,https://untappd.com/brewery/94785,United States,Brooklyn,NY,smooth,Other Half Brewing Co.,,880405065,3725405,94785,https://untappd.s3.amazonaws.com/photos/2020_03_22/339e1aec97c146ad224dfa5f5d7209df_raw.jpg,4.31,4.17,,0,0
Source of Hoppiness,Source Brewing,IPA - New England,6.5,0,,,,,,,,4,3/28/2020 19:44,https://untappd.com/c/882097659,https://untappd.com/beer/3355394,https://untappd.com/brewery/433711,United States,Colts Neck,NJ,,,,882097659,3355394,433711,https://untappd.s3.amazonaws.com/photos/2020_03_28/9d62f55e0c62ac714199a33c8e496c4c_raw.jpg,4.03,4.01,,1,0
Triple Cream,Other Half Brewing Co.,IPA - Imperial / Double,10,0,,,,,,,,4.5,4/4/2020 0:08,https://untappd.com/c/883550988,https://untappd.com/beer/2278450,https://untappd.com/brewery/94785,United States,Brooklyn,NY,smooth,Other Half Brewing Co.,Bottle,883550988,2278450,94785,,4.41,4.4,,1,0
Fields of Tall Grass,Finback Brewery,IPA - Imperial / Double,8,0,,,,,,,,4.25,4/9/2020 21:06,https://untappd.com/c/885150538,https://untappd.com/beer/3737412,https://untappd.com/brewery/52099,United States,Queens,NY,,Finback Brewery,,885150538,3737412,52099,https://untappd.s3.amazonaws.com/photos/2020_04_10/1b1e8280aa575d1e7e53eec9a2fab018_raw.jpg,4.29,4.2,jason manenkoff,2,0
Ultimate Beats,Finback Brewery,IPA - Imperial / Double,9.1,0,,,,,,,,4.75,4/10/2020 18:06,https://untappd.com/c/885459971,https://untappd.com/beer/3744906,https://untappd.com/brewery/52099,United States,Queens,NY,coconut,Finback Brewery,,885459971,3744906,52099,https://untappd.s3.amazonaws.com/photos/2020_04_10/90fd01841e7ccc7cebbd0b3b5433394a_raw.jpg,4.21,4.16,jason manenkoff,2,0
Whale Watching,Finback Brewery,IPA - Imperial / Double,8.5,0,,,,,,,,4.25,4/15/2020 15:59,https://untappd.com/c/886842263,https://untappd.com/beer/3731819,https://untappd.com/brewery/52099,United States,Queens,NY,,Finback Brewery,,886842263,3731819,52099,https://untappd.s3.amazonaws.com/photos/2020_04_15/07513c9efc7d64af6777c31bce2d0c8b_raw.jpg,4.39,4.29,jason manenkoff,1,0
Wandering Into the Fog (Citra),Abomination Brewing Company,IPA - Imperial / Double New England,8.6,0,,,,,,,,4.5,4/16/2020 18:43,https://untappd.com/c/887093419,https://untappd.com/beer/3258541,https://untappd.com/brewery/117272,United States,North Haven,CT,,,,887093419,3258541,117272,https://untappd.s3.amazonaws.com/photos/2020_04_16/46ac719bf85bbbcef6a28fd438367213_raw.jpg,4.22,4.19,jason manenkoff,1,0
Here's To Feeling Good All the Time,Bissell Brothers Brewing Company,IPA - Imperial / Double,7.8,0,,,,,,,,4.5,4/19/2020 18:47,https://untappd.com/c/888341837,https://untappd.com/beer/2166301,https://untappd.com/brewery/32943,United States,Portland,ME,,,,888341837,2166301,32943,https://untappd.s3.amazonaws.com/photos/2020_04_19/70466774ca39c88be7f36b26b4528e72_raw.jpg,4.4,4.39,,1,0
Green Tops,Short Throw Brewing Co.,IPA - Imperial / Double,8,0,,,,,,,,4.75,4/20/2020 19:08,https://untappd.com/c/888519171,https://untappd.com/beer/3733075,https://untappd.com/brewery/449168,United States,North Haven,CT,,,,888519171,3733075,449168,https://untappd.s3.amazonaws.com/photos/2020_04_20/9b2cb3daad364e30cee5843f2a433fef_raw.jpg,4.17,4.14,,1,1
Sammy Was Low DDH IIPA,SingleCut Beersmiths,IPA - Imperial / Double,8.2,123,,,,,,,,4.5,4/26/2020 1:31,https://untappd.com/c/890197805,https://untappd.com/beer/3090685,https://untappd.com/brewery/16555,United States,Astoria,NY,,ShopRite Wines and Spirits of Hoboken,Bottle,890197805,3090685,16555,,4.25,4.22,,1,0
Rolling In Clouds,Finback Brewery,IPA - New England,7.1,0,,,,,,,,4.25,5/4/2020 18:26,https://untappd.com/c/892766913,https://untappd.com/beer/2928558,https://untappd.com/brewery/52099,United States,Queens,NY,,,Can,892766913,2928558,52099,https://untappd.s3.amazonaws.com/photos/2020_05_04/feb3b84c04bfe4d233f70d932f6e6b82_raw.jpg,4.12,4.11,jason manenkoff,1,0
Peasant King,Burlington Beer Company,IPA - Imperial / Double New England,9,50,,,,,,,,4,5/11/2020 17:45,https://untappd.com/c/894893827,https://untappd.com/beer/1622046,https://untappd.com/brewery/39375,United States,Williston,VT,,,Can,894893827,1622046,39375,https://untappd.s3.amazonaws.com/photos/2020_05_11/1c402c6bdba8889665f4eef99b9778ad_raw.jpg,4.17,4.16,,1,0
Double Dry Hopped Space Dream,Other Half Brewing Co.,IPA - American,6,0,,,,,,,,4.5,5/13/2020 18:38,https://untappd.com/c/895259620,https://untappd.com/beer/2536765,https://untappd.com/brewery/94785,United States,Brooklyn,NY,,,Can,895259620,2536765,94785,https://untappd.s3.amazonaws.com/photos/2020_05_13/4d2f386395a9cb53f02a9b2ed8d90e1c_raw.jpg,4.25,4.24,,1,0
HDHC Green City,Other Half Brewing Co.,IPA - New England,7,0,,,,,,,,4,5/19/2020 19:30,https://untappd.com/c/897280138,https://untappd.com/beer/3773672,https://untappd.com/brewery/94785,United States,Brooklyn,NY,,,Can,897280138,3773672,94785,https://untappd.s3.amazonaws.com/photos/2020_05_19/1eb4b8fcad6f0184a50914b7febe0fd2_raw.jpg,4.33,4.26,,1,0
Flatter Flatter Flatter Flatter Flatter Flatter Flatter 2x DH IPA,SingleCut Beersmiths,IPA - New England,7.2,88,,8th Street Tavern,Hoboken,NJ,United States,40.7461,-74.0284,4,6/8/2020 18:29,https://untappd.com/c/904299785,https://untappd.com/beer/3048958,https://untappd.com/brewery/16555,United States,Astoria,NY,,,,904299785,3048958,16555,https://untappd.s3.amazonaws.com/photos/2020_06_08/1a65336dd6475c2cbf24d1b86e3831dc_raw.jpg,4.11,4.09,,1,0
Heady Jams,Brix City Brewing,IPA - Imperial / Double,8,0,,,,,,,,4.5,6/11/2020 21:04,https://untappd.com/c/905062563,https://untappd.com/beer/2337873,https://untappd.com/brewery/199006,United States,Little Ferry,NJ,,,,905062563,2337873,199006,https://untappd.s3.amazonaws.com/photos/2020_06_12/33c95a65c556059f3b6c194c834a9f85_raw.jpg,4.21,4.19,,1,0
Zed Lupulin,KCBC - Kings County Brewers Collective,IPA - Imperial / Double,8.5,0,,,,,,,,4.5,6/18/2020 21:40,https://untappd.com/c/907664860,https://untappd.com/beer/3483653,https://untappd.com/brewery/167520,United States,Brooklyn,NY,,,Can,907664860,3483653,167520,https://untappd.s3.amazonaws.com/photos/2020_06_19/e2179bbb9d52a528a24b8f216f0fbd83_raw.jpg,4.15,4.1,,1,0
Neon Fantasy,Icarus Brewing,IPA - Imperial / Double Milkshake,8.1,17,,,,,,,,4.25,6/22/2020 18:27,https://untappd.com/c/909476593,https://untappd.com/beer/2918311,https://untappd.com/brewery/312465,United States,Lakewood,NJ,,,Can,909476593,2918311,312465,https://untappd.s3.amazonaws.com/photos/2020_06_22/abf708c8ea7c8ff817d9cd7092ab507e_raw.jpg,4.12,4.09,,1,0
Double Dry Hopped Citra Daydream,Other Half Brewing Co.,IPA - American,6,0,,,,,,,,4,7/27/2020 13:22,https://untappd.com/c/923079128,https://untappd.com/beer/2345103,https://untappd.com/brewery/94785,United States,Brooklyn,NY,,,Can,923079128,2345103,94785,https://untappd.s3.amazonaws.com/photos/2020_07_27/65bb7b5defd9da07d8a7b1600d84e974_raw.jpg,4.31,4.29,,1,0
The Product,Short Throw Brewing Co.,IPA - Imperial / Double,8,0,,,,,,,,4.25,7/27/2020 13:23,https://untappd.com/c/923079364,https://untappd.com/beer/3527851,https://untappd.com/brewery/449168,United States,North Haven,CT,,,Can,923079364,3527851,449168,https://untappd.s3.amazonaws.com/photos/2020_07_27/d96b3da211a27676f113a1c3028209ce_raw.jpg,4.06,4.04,,1,0
Swishy Pants ,Dewey Beer Company,IPA - American,7.4,0,,,,,,,,4,8/4/2020 18:23,https://untappd.com/c/926285156,https://untappd.com/beer/2280679,https://untappd.com/brewery/203628,United States,Dewey Beach,DE,,Dewey Beer Company,Can,926285156,2280679,203628,https://untappd.s3.amazonaws.com/photos/2020_08_04/22d6c780523e7158202436209d843b18_raw.jpg,4.1,4.08,,1,0
Curtain Call,Brix City Brewing,IPA - Imperial / Double,8.5,60,,,,,,,,4,8/13/2020 11:34,https://untappd.com/c/929590063,https://untappd.com/beer/2381000,https://untappd.com/brewery/199006,United States,Little Ferry,NJ,,,Can,929590063,2381000,199006,https://untappd.s3.amazonaws.com/photos/2020_08_13/121ad57cb051378eb30034b4810d24d9_raw.jpg,4.08,4.03,,1,0
Triple Swirlpool (Coconut+Cherry+Orange),Brix City Brewing,IPA - Imperial / Double Milkshake,8,0,,,,,,,,3.5,8/15/2020 19:10,https://untappd.com/c/930955159,https://untappd.com/beer/3707061,https://untappd.com/brewery/199006,United States,Little Ferry,NJ,,,Can,930955159,3707061,199006,https://untappd.s3.amazonaws.com/photos/2020_08_15/c84959621d909294a1889793e3464e9f_raw.jpg,3.95,3.87,,1,0
Key Bump,Hoof Hearted Brewing,IPA - Triple,10.5,0,,,,,,,,4.5,8/18/2020 17:05,https://untappd.com/c/931896016,https://untappd.com/beer/1966328,https://untappd.com/brewery/32642,United States,Marengo,OH,,ShopRite Wines and Spirits of Hoboken,Can,931896016,1966328,32642,https://untappd.s3.amazonaws.com/photos/2020_08_18/b70e381c550d84078d6c54b38923f8cb_raw.jpg,4.36,4.34,,1,0
Curtain Call,Brix City Brewing,IPA - Imperial / Double,8.5,60,Better the second time,,,,,,,4.25,8/19/2020 21:07,https://untappd.com/c/932256815,https://untappd.com/beer/2381000,https://untappd.com/brewery/199006,United States,Little Ferry,NJ,,ShopRite Wines and Spirits of Hoboken,Can,932256815,2381000,199006,https://untappd.s3.amazonaws.com/photos/2020_08_20/b6c8b79678494fb1750e0a5be08a2470_raw.jpg,4.08,4.03,,1,0
Sublimated Dreams,Burlington Beer Company,IPA - Imperial / Double,8,0,,,,,,,,4.5,8/21/2020 19:42,https://untappd.com/c/933040061,https://untappd.com/beer/3138677,https://untappd.com/brewery/39375,United States,Williston,VT,,,Can,933040061,3138677,39375,https://untappd.s3.amazonaws.com/photos/2020_08_21/6f220143bae9cf138a2433eccc852aa1_raw.jpg,4.11,4.08,,2,0
Psychedelic! DDH IIPA,SingleCut Beersmiths,IPA - Imperial / Double,7.7,0,,,,,,,,4.25,8/24/2020 10:27,https://untappd.com/c/934312390,https://untappd.com/beer/3337941,https://untappd.com/brewery/16555,United States,Astoria,NY,,ShopRite Wines and Spirits of Hoboken,Can,934312390,3337941,16555,,4.1,4.08,,2,0
Ghosts In the Sky,Four Quarters Brewing,IPA - Imperial / Double,8,0,,,,,,,,4.5,8/25/2020 17:15,https://untappd.com/c/934614805,https://untappd.com/beer/2494501,https://untappd.com/brewery/115672,United States,Winooski,VT,,,Can,934614805,2494501,115672,https://untappd.s3.amazonaws.com/photos/2020_08_25/75a19c47eca3ff9a5e409a62f4fe280f_raw.jpg,4.2,4.18,,2,0
Dorothy,Hill Farmstead Brewery,Farmhouse Ale - Saison,7,0,,,,,,,,4.5,9/1/2020 20:12,https://untappd.com/c/937332765,https://untappd.com/beer/16434,https://untappd.com/brewery/2562,United States,Greensboro,VT,,,,937332765,16434,2562,https://untappd.s3.amazonaws.com/photos/2020_09_02/3eba5e7f760e9d150734d195609fdc5c_raw.jpg,4.14,4.13,,1,0
Mas Verde,River Roost Brewery ,IPA - American,6.7,0,,,,,,,,4.25,9/1/2020 20:54,https://untappd.com/c/937346154,https://untappd.com/beer/1481792,https://untappd.com/brewery/250774,United States,White River Junction,VT,,,Can,937346154,1481792,250774,https://untappd.s3.amazonaws.com/photos/2020_09_02/b64aa425a65ac437f14c100875ad68b8_raw.jpg,4.2,4.18,,2,0
Focal Banger,The Alchemist,IPA - American,7,90,,,,,,,,4,9/1/2020 21:37,https://untappd.com/c/937357709,https://untappd.com/beer/45458,https://untappd.com/brewery/1244,United States,Stowe,VT,,,,937357709,45458,1244,https://untappd.s3.amazonaws.com/photos/2020_09_02/594aed7ac6c1acf3153560373cb58340_raw.jpg,4.42,4.42,,1,0
Phaze,Four Quarters Brewing,IPA - American,6.5,0,,,,,,,,4.25,9/4/2020 19:58,https://untappd.com/c/938364254,https://untappd.com/beer/1899042,https://untappd.com/brewery/115672,United States,Winooski,VT,,,Can,938364254,1899042,115672,,4.11,4.1,,1,0
Those Clouds All Disappear IIPA,SingleCut Beersmiths,IPA - Imperial / Double,8,88,,,,,,,,4.5,9/5/2020 16:16,https://untappd.com/c/938877864,https://untappd.com/beer/3252000,https://untappd.com/brewery/16555,United States,Astoria,NY,"citrusy,juicy",ShopRite Wines and Spirits of Hoboken,Can,938877864,3252000,16555,https://untappd.s3.amazonaws.com/photos/2020_09_05/c783dd9eed28b743ed2e699a069bc863_raw.jpg,4.14,4.11,,1,0
Space Face,Four Quarters Brewing,IPA - Imperial / Double,7.7,0,,,,,,,,4,9/7/2020 17:19,https://untappd.com/c/939906143,https://untappd.com/beer/2361178,https://untappd.com/brewery/115672,United States,Winooski,VT,,,Can,939906143,2361178,115672,https://untappd.s3.amazonaws.com/photos/2020_09_07/bd4c27dce4793b37671202b73f11c43b_raw.jpg,4.14,4.12,,1,0
Stucci Brothers,Brix City Brewing,IPA - Imperial / Double New England,8,0,,,,,,,,4,9/20/2020 9:19,https://untappd.com/c/944659058,https://untappd.com/beer/3498338,https://untappd.com/brewery/199006,United States,Little Ferry,NJ,,,Can,944659058,3498338,199006,https://untappd.s3.amazonaws.com/photos/2020_09_20/d2f7f0a612f0fcfd3fc9ca7d47ff7a28_raw.jpg,4.14,4.06,,0,0
Eager To Share,Marlowe Artisanal Ales,Pale Ale - American,5.4,0,,,,,,,,4,9/21/2020 19:31,https://untappd.com/c/945155419,https://untappd.com/beer/3471355,https://untappd.com/brewery/446521,United States,New Haven,CT,,,,945155419,3471355,446521,https://untappd.s3.amazonaws.com/photos/2020_09_21/e9169c5a5ffae069c0ecd0e78254f3e5_raw.jpg,4.15,4.14,Zachary Levan,1,0
Wandering Into the Fog (Citra),Abomination Brewing Company,IPA - Imperial / Double New England,8.6,0,,,,,,,,4.25,9/24/2020 8:29,https://untappd.com/c/945682067,https://untappd.com/beer/3258541,https://untappd.com/brewery/117272,United States,North Haven,CT,,ShopRite Wines and Spirits of Hoboken,Can,945682067,3258541,117272,https://untappd.s3.amazonaws.com/photos/2020_09_24/490e382108782ed794712e4420b59879_raw.jpg,4.22,4.19,,2,0
Triple Powerbomb,Brix City Brewing,IPA - Triple New England,10,0,,8th Street Tavern,Hoboken,NJ,United States,40.7461,-74.0284,4.25,9/26/2020 19:44,https://untappd.com/c/947080395,https://untappd.com/beer/3161738,https://untappd.com/brewery/199006,United States,Little Ferry,NJ,,,Can,947080395,3161738,199006,https://untappd.s3.amazonaws.com/photos/2020_09_26/fb7af4df2f089bf05a09e19a80ccf455_raw.jpg,4.15,4.09,Akash Sharma,0,0
Island Jams,Brix City Brewing,IPA - Imperial / Double Milkshake,8,50,,8th Street Tavern,Hoboken,NJ,United States,40.7461,-74.0284,4.5,9/26/2020 20:05,https://untappd.com/c/947096931,https://untappd.com/beer/2303881,https://untappd.com/brewery/199006,United States,Little Ferry,NJ,,,Can,947096931,2303881,199006,https://untappd.s3.amazonaws.com/photos/2020_09_27/a314a73da633e3843011782c6eca7c6f_raw.jpg,4.16,4.13,Akash Sharma,1,0
Whaler,Carton Brewing Company,IPA - New England,6.5,25,,8th Street Tavern,Hoboken,NJ,United States,40.7461,-74.0284,4.25,9/26/2020 21:05,https://untappd.com/c/947141175,https://untappd.com/beer/3801573,https://untappd.com/brewery/9558,United States,Atlantic Highlands,NJ,,,,947141175,3801573,9558,https://untappd.s3.amazonaws.com/photos/2020_09_27/48b937c7f764c5cc56cf1bce32c554fe_raw.jpg,4.01,3.97,Akash Sharma,3,0
Wandering Into the Fog (Galaxy) (2020),Abomination Brewing Company,IPA - Imperial / Double New England,8.6,12,,,,,,,,4.5,9/30/2020 19:40,https://untappd.com/c/948195630,https://untappd.com/beer/3748269,https://untappd.com/brewery/117272,United States,North Haven,CT,,ShopRite Wines and Spirits of Hoboken,Can,948195630,3748269,117272,https://untappd.s3.amazonaws.com/photos/2020_09_30/edd48ab90fccadddf3b3051227d7b8a7_raw.jpg,4.26,4,,3,0
Between State And Main,Timber Ales,IPA - American,6.5,0,,,,,,,,4.5,10/9/2020 19:48,https://untappd.com/c/951508501,https://untappd.com/beer/3977004,https://untappd.com/brewery/396873,United States,New York,NY,,,Can,951508501,3977004,396873,,4.09,4.04,,1,0
Lips And Lungs,Short Throw Brewing Co.,IPA - Imperial / Double,8,0,,,,,,,,4,10/13/2020 19:52,https://untappd.com/c/953146039,https://untappd.com/beer/3648374,https://untappd.com/brewery/449168,United States,North Haven,CT,,,Can,953146039,3648374,449168,https://untappd.s3.amazonaws.com/photos/2020_10_13/02afddb06af014613e5806f12c063770_raw.jpg,4.16,4.14,,1,0
Get Pitted,Brix City Brewing,IPA - Imperial / Double Milkshake,8,60,,8th Street Tavern,Hoboken,NJ,United States,40.7461,-74.0284,4.25,10/15/2020 8:32,https://untappd.com/c/953454802,https://untappd.com/beer/2010549,https://untappd.com/brewery/199006,United States,Little Ferry,NJ,,,Can,953454802,2010549,199006,https://untappd.s3.amazonaws.com/photos/2020_10_15/c8fea1ca68f8cfdff294caf4ab063410_raw.jpg,4.13,4.1,,0,0
Chaos Emeralds,Lone Pine Brewing Company,IPA - Imperial / Double,8,0,,,,,,,,4.5,10/23/2020 22:24,https://untappd.com/c/956767233,https://untappd.com/beer/2477409,https://untappd.com/brewery/255794,United States,Portland,ME,,Pilsener Haus & Biergarten,Can,956767233,2477409,255794,https://untappd.s3.amazonaws.com/photos/2020_10_24/fc7de7fbd1caf03df651c0a6a06063fa_raw.jpg,4.11,4.1,Mike Wezyk,2,0
Turtle's Board,Kane Brewing Company,IPA - Imperial / Double,7.8,0,,Pilsener Haus & Biergarten,Hoboken,NJ,United States,40.7552,-74.0315,3.75,10/23/2020 23:34,https://untappd.com/c/956792840,https://untappd.com/beer/3975503,https://untappd.com/brewery/14653,United States,Ocean,NJ,,Pilsener Haus & Biergarten,Draft,956792840,3975503,14653,https://untappd.s3.amazonaws.com/photos/2020_10_24/52f9c3e744eeed2d62d1774efbc763e9_raw.jpg,3.96,3.88,Mike Wezyk,2,2
For Science 6.5,Destination Unknown Beer Company,IPA - Imperial / Double New England,8.2,0,,,,,,,,4,10/26/2020 20:53,https://untappd.com/c/958038247,https://untappd.com/beer/3946441,https://untappd.com/brewery/49641,United States,Bay Shore,NY,,,Can,958038247,3946441,49641,https://untappd.s3.amazonaws.com/photos/2020_10_27/649bf9e28a258cd39fa8734079493f5e_raw.jpg,4.06,3.92,,2,0
Fiddlehead IPA,Fiddlehead Brewing Company,IPA - American,6.2,53,,,,,,,,4,10/28/2020 21:58,https://untappd.com/c/958468412,https://untappd.com/beer/96969,https://untappd.com/brewery/18518,United States,Shelburne,VT,,Low Fidelity,Draft,958468412,96969,18518,,3.93,3.93,Akash Sharma,1,0
Elaborate Metaphor,Burlington Beer Company,Pale Ale - New England,5.4,30,,,,,,,,4.25,10/28/2020 22:44,https://untappd.com/c/958477444,https://untappd.com/beer/1791520,https://untappd.com/brewery/39375,United States,Williston,VT,"citrusy,light",,Can,958477444,1791520,39375,https://untappd.s3.amazonaws.com/photos/2020_10_29/e5e39ae15b86af1d2309b67ee96d335a_raw.jpg,4.03,4.02,,2,0
Three,Sand City Brewing Co,IPA - Imperial / Double New England,9,0,,,,,,,,4,10/29/2020 20:36,https://untappd.com/c/958706060,https://untappd.com/beer/2882376,https://untappd.com/brewery/199873,United States,Northport,NY,,,Can,958706060,2882376,199873,https://untappd.s3.amazonaws.com/photos/2020_10_30/b0b4805c13020dc392a509c2a2c6814d_raw.jpg,4.33,4.2,Mike Wezyk,1,0
Qualify Pils,Suarez Family Brewery,Pilsner - German,5,0,,,,,,,,4,10/29/2020 21:17,https://untappd.com/c/958722911,https://untappd.com/beer/1705546,https://untappd.com/brewery/99434,United States,Livingston,NY,,,,958722911,1705546,99434,https://untappd.s3.amazonaws.com/photos/2020_10_30/5c0f220d2e58de4edd54dc04fcfdd747_raw.jpg,4.13,4.11,Mike Wezyk,2,0
New New Normal Normal,The Veil Brewing Co.,IPA - Imperial / Double New England,8,0,,,,,,,,4.5,10/29/2020 22:04,https://untappd.com/c/958738618,https://untappd.com/beer/3934869,https://untappd.com/brewery/245461,United States,Richmond,VA,,,Can,958738618,3934869,245461,https://untappd.s3.amazonaws.com/photos/2020_10_30/39efb0d2b20d3c4449baba6dc4f95c05_raw.jpg,4.11,4,Mike Wezyk,0,0
Pillars of Creation,Four Quarters Brewing,IPA - New England,7,0,,,,,,,,4,11/1/2020 21:31,https://untappd.com/c/960298514,https://untappd.com/beer/3842223,https://untappd.com/brewery/115672,United States,Winooski,VT,,,Can,960298514,3842223,115672,https://untappd.s3.amazonaws.com/photos/2020_11_02/ea91aa5006ead288f08e7402a1043947_raw.jpg,4.15,4.01,,2,0
Single Silo Series: Ultra El Dorado,Source Brewing,IPA - Imperial / Double New England,8,0,,,,,,,,4.25,11/7/2020 12:56,https://untappd.com/c/961847505,https://untappd.com/beer/3852753,https://untappd.com/brewery/433711,United States,Colts Neck,NJ,,Source Brewing,Taster,961847505,3852753,433711,https://untappd.s3.amazonaws.com/photos/2020_11_07/78d9b6ebee662a46f9cf2aa8103ac69e_raw.jpg,4.22,4.09,,0,0
Source of Hoppiness,Source Brewing,IPA - New England,6.5,0,,,,,,,,4,11/7/2020 15:05,https://untappd.com/c/961972138,https://untappd.com/beer/3355394,https://untappd.com/brewery/433711,United States,Colts Neck,NJ,,Source Brewing,Taster,961972138,3355394,433711,https://untappd.s3.amazonaws.com/photos/2020_11_07/3a645acbe3b2d54383e77865b61af76f_raw.jpg,4.03,4.01,,0,0
Ultra Azacca,Source Brewing,IPA - Imperial / Double,8,0,,,,,,,,4.25,11/7/2020 15:10,https://untappd.com/c/961977959,https://untappd.com/beer/4042213,https://untappd.com/brewery/433711,United States,Colts Neck,NJ,,Source Brewing,Taster,961977959,4042213,433711,https://untappd.s3.amazonaws.com/photos/2020_11_07/73d2bfde7d8d9af18caa8bc144134568_raw.jpg,4.14,3.96,,0,0
FOUR,Sand City Brewing Co,IPA - Imperial / Double New England,12,0,,,,,,,,3.75,11/10/2020 16:38,https://untappd.com/c/962989093,https://untappd.com/beer/3474650,https://untappd.com/brewery/199873,United States,Northport,NY,,,Can,962989093,3474650,199873,https://untappd.s3.amazonaws.com/photos/2020_11_10/9dcf8c038009b174154a5691c3f307a0_raw.jpg,4.21,4.07,,0,0
Pineapple Squeeze,Short Throw Brewing Co.,IPA - American,7,0,Smooth,,,,,,,4.25,11/12/2020 0:32,https://untappd.com/c/963325152,https://untappd.com/beer/4028902,https://untappd.com/brewery/449168,United States,North Haven,CT,pineapple,CoolVines,Can,963325152,4028902,449168,https://untappd.s3.amazonaws.com/photos/2020_11_12/3e543430cd4031cbc1bbfef69dc593b9_raw.jpg,3.97,3.92,,1,1
Arvo Esky,Burlington Beer Company,IPA - Imperial / Double New England,8.4,0,,,,,,,,4,11/12/2020 21:26,https://untappd.com/c/963546635,https://untappd.com/beer/3672811,https://untappd.com/brewery/39375,United States,Williston,VT,,,Can,963546635,3672811,39375,https://untappd.s3.amazonaws.com/photos/2020_11_13/b77503d4ae28784ca0791fd580b7cb0a_raw.jpg,4.03,3.97,,1,0
Terpy Nelson,American Solera,IPA - Imperial / Double New England,8,0,,,,,,,,4,11/16/2020 20:05,https://untappd.com/c/965204610,https://untappd.com/beer/3671931,https://untappd.com/brewery/262817,United States,Tulsa,OK,,,Can,965204610,3671931,262817,https://untappd.s3.amazonaws.com/photos/2020_11_17/f588ce94363bacb7f6844d9b8ad585e9_raw.jpg,4.06,4.01,,0,0
HopHands,Tired Hands Brewing Company,Pale Ale - American,5.5,45,,Tria,Philadelphia,PA,United States,39.9509,-75.1704,4.25,11/19/2020 18:45,https://untappd.com/c/965770844,https://untappd.com/beer/181839,https://untappd.com/brewery/6226,United States,Ardmore,PA,,,Can,965770844,181839,6226,https://untappd.s3.amazonaws.com/photos/2020_11_19/7f9a77adc449b1a4d46290918546fb90_raw.jpg,4.02,4.01,Michele Williams,2,0
Alien Church,Tired Hands Brewing Company,IPA - New England,7,25,,Tria,Philadelphia,PA,United States,39.9509,-75.1704,3.75,11/19/2020 19:39,https://untappd.com/c/965793057,https://untappd.com/beer/588408,https://untappd.com/brewery/6226,United States,Ardmore,PA,,,Can,965793057,588408,6226,https://untappd.s3.amazonaws.com/photos/2020_11_20/2e210340aef768ba565898817c6bb72e_raw.jpg,4.24,4.23,"Michele Williams,Ken Averbookh",1,0
Untranslated Stars,Human Robot,IPA - American,7.6,0,,,,,,,,4,11/20/2020 17:45,https://untappd.com/c/966162850,https://untappd.com/beer/3883006,https://untappd.com/brewery/455967,United States,Philadelphia,PA,tropical,,Draft,966162850,3883006,455967,https://untappd.s3.amazonaws.com/photos/2020_11_20/510306b4c8bf8bf0d3170ab0a30a653a_raw.jpg,4.07,3.9,"Ken Averbookh,Michele Williams",0,0
Lupulus Maelstrom,Human Robot,IPA - Imperial / Double,8,0,,Human Robot,Philadelphia,PA,United States,39.9771,-75.1437,4,11/20/2020 17:46,https://untappd.com/c/966163866,https://untappd.com/beer/4005469,https://untappd.com/brewery/455967,United States,Philadelphia,PA,,,Draft,966163866,4005469,455967,https://untappd.s3.amazonaws.com/photos/2020_11_20/8e024fe99709b7d5b1394df109c403c3_raw.jpg,4.11,3.86,"Michele Williams,Ken Averbookh",0,0
Trust the Process,Evil Genius Beer Company,IPA - American,6.7,0,Canned 7/28. Booty,,,,,,,3.25,11/20/2020 18:11,https://untappd.com/c/966181728,https://untappd.com/beer/1978485,https://untappd.com/brewery/16170,United States,Philadelphia,PA,,Evil Genius Beer Company,Can,966181728,1978485,16170,https://untappd.s3.amazonaws.com/photos/2020_11_20/7ed71b94ff1529c6fa760580d080176f_raw.jpg,3.89,3.88,"Ken Averbookh,Michele Williams",0,0
