beer_name,brewery_name,beer_type,beer_abv,beer_ibu,comment,venue_name,venue_city,venue_state,venue_country,venue_lat,venue_lng,rating_score,created_at,checkin_url,beer_url,brewery_url,brewery_country,brewery_city,brewery_state,flavor_profiles,purchase_venue,serving_type,checkin_id,bid,brewery_id,photo_url,global_rating_score,global_weighted_rating_score,tagged_friends,total_toasts,total_comments
Stella Artois,Stella Artois,Pilsner - Other,5,24,Nice for a common brand beer,Thatcher McGhee's,Pompton Lakes,NJ,United States,41.0076,-74.2951,3.5,4/22/2019 20:53,https://untappd.com/c/740305876,https://untappd.com/beer/4010,https://untappd.com/brewery/265,Belgium,Leuven,Vlaanderen,,,Draft,740305876,4010,265,https://untappd.s3.amazonaws.com/photos/2019_04_23/77a4f7ee9004c729c9cab756de4ebad8_raw.jpg,3.26,3.26,,2,0
Belgian White,Blue Moon Brewing Company,Wheat Beer - Witbier,5.4,9,it would’ve been a 3 but I got it for free so it’s better. not a great beer but a good beer,,,,,,,3.25,4/27/2019 18:19,https://untappd.com/c/742279308,https://untappd.com/beer/3839,https://untappd.com/brewery/127804,United States,Denver,CO,,,Bottle,742279308,3839,127804,https://untappd.s3.amazonaws.com/photos/2019_04_27/06d84553b8c4b8a8192d67650261f09c_raw.jpg,3.5,3.5,,0,0
Arnold Palmer Spiked Half & Half,AriZona Beverages,Malt Liquor ,5,0,brings me back to my childhood. good summer drink. too bad not 99¢,,,,,,,3.75,4/27/2019 21:31,https://untappd.com/c/742450447,https://untappd.com/beer/2477660,https://untappd.com/brewery/96255,United States,Woodbury,NY,,,Can,742450447,2477660,96255,https://untappd.s3.amazonaws.com/photos/2019_04_28/ab51f70465d83457264db7c5dd4f2ce5_raw.jpg,3.39,3.39,,1,0
Shiner Wicked Juicy IPA,Spoetzl Brewery,IPA - American,5.7,60,Not much of an IPA person but I can enjoy this one a little bit,,,,,,,3.25,4/29/2019 21:17,https://untappd.com/c/743173845,https://untappd.com/beer/2782775,https://untappd.com/brewery/1179,United States,Shiner,TX,,,,743173845,2782775,1179,https://untappd.s3.amazonaws.com/photos/2019_04_30/fb145267346e947dee5920e49cefd19c_raw.jpg,3.35,3.36,,1,0
Shiner Fröst,Spoetzl Brewery,Lager - Dortmunder / Export,5.5,0,Father had these in the fridge since Christmas and he said I should have one so I did,,,,,,,3.25,5/6/2019 20:40,https://untappd.com/c/746255570,https://untappd.com/beer/19574,https://untappd.com/brewery/1179,United States,Shiner,TX,,,,746255570,19574,1179,https://untappd.s3.amazonaws.com/photos/2019_05_07/f542c74b18313eda90b25ef2e994823b_raw.jpg,3.44,3.45,,0,0
Pale Ale,Omission Brewing,Gluten-Free,5.8,33,Feel healthy while having this Bc it’s gluten free,,,,,,,4,5/10/2019 21:41,https://untappd.com/c/747750801,https://untappd.com/beer/131265,https://untappd.com/brewery/25595,United States,Portland,OR,,,,747750801,131265,25595,https://untappd.s3.amazonaws.com/photos/2019_05_11/6ce55dc11c3a38667f2d84da568a249a_raw.jpg,3.25,3.26,,1,0
Let's See Here,Bradley Brew Project,Wheat Beer - Witbier,5,0,im dumb and didn’t realize that this is similar to a blue moon but nevertheless this is better than a blue moon so hence it rates bette,Kitchen and Beer Bar,Wanaque,NJ,United States,41.0283,-74.2972,3.75,5/12/2019 18:24,https://untappd.com/c/749028599,https://untappd.com/beer/2972659,https://untappd.com/brewery/356747,United States,Bradley Beach,NJ,,,,749028599,2972659,356747,https://untappd.s3.amazonaws.com/photos/2019_05_12/bd53757e541813e85489009ea21a16c8_raw.jpg,3.59,3.64,,3,0
Black Cherry,White Claw Seltzer Works,Hard Seltzer,5,0,Not beer but it’s okay Bc it’s white claw szn,,,,,,,3.75,5/24/2019 22:19,https://untappd.com/c/753870880,https://untappd.com/beer/2792321,https://untappd.com/brewery/402800,United States,Chicago,IL,,,Can,753870880,2792321,402800,https://untappd.s3.amazonaws.com/photos/2019_05_25/d8021369691fe438d7ea1789e1380560_raw.jpg,3.24,3.25,,2,1
Mango Wheat,Blue Moon Brewing Company,Wheat Beer - Witbier,5.4,19,Feel like I’m at an American pub on a tropical island,,,,,,,4,5/26/2019 18:58,https://untappd.com/c/755203568,https://untappd.com/beer/1695486,https://untappd.com/brewery/127804,United States,Denver,CO,,,Bottle,755203568,1695486,127804,https://untappd.s3.amazonaws.com/photos/2019_05_26/4f1174d946c2fae5db75e14cf389c29f_raw.jpg,3.54,3.54,,1,0
Asahi Super Dry,Asahi Breweries,Lager - Japanese Rice,5,20,there were a lot of Japanese letters on it and my dad had and tried to pronounce it so this whole experience was very enjoyable,,,,,,,3.75,5/27/2019 14:56,https://untappd.com/c/755507863,https://untappd.com/beer/8020,https://untappd.com/brewery/50,Japan,Sumida-ku,Tokyo,,,,755507863,8020,50,https://untappd.s3.amazonaws.com/photos/2019_05_27/4a43cc68810c02a054aae08e2da0e82d_raw.jpg,3.09,3.09,,1,0
Shiner Lemon Pils,Spoetzl Brewery,Pilsner - Other,4.8,28,I’m having a cigar while having this so it probs tastes a little bit better than my rating,,,,,,,3,5/27/2019 15:59,https://untappd.com/c/755545848,https://untappd.com/beer/3066897,https://untappd.com/brewery/1179,United States,Shiner,TX,,,Bottle,755545848,3066897,1179,https://untappd.s3.amazonaws.com/photos/2019_05_27/e305b9bd309ce8d743f8bf1604716d79_raw.jpg,3.04,3.06,,1,0
Coors Light,Coors Brewing Company,Lager - American Light,4.2,10,Enjoying trivia with friends so it got a solid 0.25 higher,Thatcher McGhee's,Pompton Lakes,NJ,United States,41.0076,-74.2951,2.75,5/29/2019 22:14,https://untappd.com/c/756275413,https://untappd.com/beer/3834,https://untappd.com/brewery/399,United States,Golden,CO,,,Draft,756275413,3834,399,https://untappd.s3.amazonaws.com/photos/2019_05_30/da95d44488de42ac7a68928751c26e00_raw.jpg,2.4,2.4,,3,0
Playoff Beered,Departed Soles Brewing Company,Pale Ale - English,5.6,0,Forgot I had this in the fridge from almost a year ago thought it would it be bad but it’s pretty good,,,,,,,3.75,5/31/2019 22:15,https://untappd.com/c/757205089,https://untappd.com/beer/1799539,https://untappd.com/brewery/191666,United States,Jersey City,NJ,,,,757205089,1799539,191666,https://untappd.s3.amazonaws.com/photos/2019_06_01/83468114555d5c5ec24ba76a698d721b_raw.jpg,3.53,3.54,,1,0
Fat Tire Belgian White,New Belgium Brewing Company,Wheat Beer - Witbier,5.2,12,In a cool glass so this experience was awesome I’m blessed,Blu Alehouse,Riverdale,NJ,United States,40.9882,-74.3241,3.75,6/6/2019 21:12,https://untappd.com/c/759613073,https://untappd.com/beer/1962917,https://untappd.com/brewery/905,United States,Fort Collins,CO,,,Draft,759613073,1962917,905,https://untappd.s3.amazonaws.com/photos/2019_06_07/aee1f6f7b24b97da29c4d2fdd61550e1_raw.jpg,3.6,3.6,,2,0
Busch Light,Anheuser-Busch,Lager - American Light,4.1,0,Debatably drinkable,,,,,,,2.5,6/7/2019 22:09,https://untappd.com/c/760201717,https://untappd.com/beer/7018,https://untappd.com/brewery/44,United States,St. Louis,MO,,,,760201717,7018,44,https://untappd.s3.amazonaws.com/photos/2019_06_08/929c5737383dca5bbf3979618b658977_raw.jpg,2.51,2.51,,0,0
Modelo Especial,Grupo Modelo,Lager - American,4.5,18,Played beer ball with this so it wasn’t that enjoyable. Normally it is,,,,,,,3.5,6/8/2019 20:57,https://untappd.com/c/760959840,https://untappd.com/beer/6277,https://untappd.com/brewery/618,Mexico,Nava,Coahuila de Zaragoza,,,Can,760959840,6277,618,https://untappd.s3.amazonaws.com/photos/2019_06_09/c2c506789ed6c0c0b3170976d0406c90_raw.jpg,3.1,3.1,,0,0
Utica Club,West End Brewing Company,Lager - American,5,0,Very mild taste. Enjoyable,Franklin Alley Social Club,Troy,NY,United States,42.7303,-73.6909,3.75,6/8/2019 23:30,https://untappd.com/c/761053380,https://untappd.com/beer/14832,https://untappd.com/brewery/3885,United States,Utica,NY,,,Draft,761053380,14832,3885,https://untappd.s3.amazonaws.com/photos/2019_06_09/265addb35199fad05e0b7d1854868759_raw.jpg,3.15,3.16,,0,0
18 Watt Session IPA (w/ Mosaic),SingleCut Beersmiths,IPA - Session / India Session Ale,5,0,I’m not an IPA person but with good company it’s delicious,,,,,,,3.75,6/9/2019 0:11,https://untappd.com/c/761067074,https://untappd.com/beer/1551239,https://untappd.com/brewery/16555,United States,Astoria,NY,,,Draft,761067074,1551239,16555,https://untappd.s3.amazonaws.com/photos/2019_06_09/9d5f96796c01b1b9d4d3620019c2eae8_raw.jpg,3.96,3.87,,0,0
Corona Extra,Grupo Modelo,Lager - American,4.6,18,Needs a lime but very refreshing taste,,,,,,,3.25,6/11/2019 20:50,https://untappd.com/c/762065622,https://untappd.com/beer/5848,https://untappd.com/brewery/618,Mexico,Nava,Coahuila de Zaragoza,,,Bottle,762065622,5848,618,https://untappd.s3.amazonaws.com/photos/2019_06_12/5d7fad292de0047fc58ae4ac8033f992_raw.jpg,3.1,3.1,,0,0
Green Zebra,Founders Brewing Co.,Sour - Fruited Gose,4.6,10,Sour/dry/salty (it sounds odd) start with a mild sweet aftertaste. Bought it first for the cool can but will continue to buy for the flavor,,,,,,,4,6/23/2019 21:01,https://untappd.com/c/767843869,https://untappd.com/beer/2200142,https://untappd.com/brewery/549,United States,Grand Rapids,MI,,,Can,767843869,2200142,549,https://untappd.s3.amazonaws.com/photos/2019_06_24/f060cd530e12c3d4569578b1d3f2723e_raw.jpg,3.75,3.75,,2,3
Ruby Grapefruit,White Claw Seltzer Works,Hard Seltzer,5,0,"Not beer but it’s still white claw szn (honestly really wanted to like this flavor but it’s not favorite, kind of bland)",,,,,,,3,6/27/2019 21:35,https://untappd.com/c/769099509,https://untappd.com/beer/2798572,https://untappd.com/brewery/402800,United States,Chicago,IL,,,Can,769099509,2798572,402800,https://untappd.s3.amazonaws.com/photos/2019_06_28/5c18fe7399c8385216434625587ae4ec_raw.jpg,3.12,3.13,,0,0
Sour Pasture Calves (Raspberry / Lime),Bolero Snort Brewery,Sour - Fruited,5.9,0,"Nice level of sour, slight sweetness and a bit of that classic beer taste. I don’t know if this was the other one so if I’m wrong I’m sorry",Blu Alehouse,Riverdale,NJ,United States,40.9882,-74.3241,4,7/3/2019 23:23,https://untappd.com/c/772050020,https://untappd.com/beer/3182280,https://untappd.com/brewery/6723,United States,Carlstadt,NJ,"floral,sour,tart,raspberry,Lime",,Draft,772050020,3182280,6723,https://untappd.s3.amazonaws.com/photos/2019_07_04/ad8f9e024d1c8db9355f96906c45f013_raw.jpg,3.93,3.89,,0,0
Lager ,Omission Brewing,Gluten-Free,4.6,20,"Definitely bright and crisp like the bottle says. A good lager, would drink again",,,,,,,3.5,7/4/2019 19:22,https://untappd.com/c/772497125,https://untappd.com/beer/131266,https://untappd.com/brewery/25595,United States,Portland,OR,,,,772497125,131266,25595,https://untappd.s3.amazonaws.com/photos/2019_07_04/88989e74bdcf80672b519cb35c378d3b_raw.jpg,3.08,3.09,,0,0
P13R Summer Blonde,Departed Soles Brewing Company,Blonde Ale,4.9,0,Nice refreshing brew for the summer. It’s a shame it can’t be found closer to home. Can’t do my usual pic Bc it is WINDY,,,,,,,3.75,7/5/2019 13:33,https://untappd.com/c/772784509,https://untappd.com/beer/2134612,https://untappd.com/brewery/191666,United States,Jersey City,NJ,,,Can,772784509,2134612,191666,https://untappd.s3.amazonaws.com/photos/2019_07_05/8c3ec790167736785ecfb080c49b1e40_raw.jpg,3.4,3.53,,0,0
Cityside IPA,Hoboken Brewing ,IPA - New England,6.2,0,Very refreshing IPA,,,,,,,3.75,7/5/2019 14:29,https://untappd.com/c/772829988,https://untappd.com/beer/2245084,https://untappd.com/brewery/90246,United States,Hoboken,NJ,,,Draft,772829988,2245084,90246,https://untappd.s3.amazonaws.com/photos/2019_07_05/b53530ba11513a9e4f21116fa9abb03e_raw.jpg,3.65,3.65,,1,0
Stone Tangerine Express Hazy IPA,Stone Brewing,IPA - American,6.7,75,I’m growing to enjoy IPAs and this is no exception. Hoppy start followed with slightly sweet aftertaste. Definitely on the express of flavor,,,,,,,3.75,7/12/2019 22:47,https://untappd.com/c/776347828,https://untappd.com/beer/1512388,https://untappd.com/brewery/1204,United States,Escondido,CA,,,Can,776347828,1512388,1204,https://untappd.s3.amazonaws.com/photos/2019_07_13/c561012be5c87ae8f23bf28470fe6d0a_raw.jpg,3.69,3.69,,0,0
Beach,Carton Brewing Company,IPA - Session / India Session Ale,4,40,Very refreshing brew. Too bad I’m in a restaurant on a highway having this and not on a beach,,,,,,,3.75,7/14/2019 16:47,https://untappd.com/c/777468651,https://untappd.com/beer/2143918,https://untappd.com/brewery/9558,United States,Atlantic Highlands,NJ,,,Draft,777468651,2143918,9558,https://untappd.s3.amazonaws.com/photos/2019_07_14/660de7a3673d36b73ef1eac6a83867c8_raw.jpg,3.68,3.68,,1,0
Drink A Peach!,Blue Mountain Brewery,Sour - Gose,4.3,9,in Charlottesville. Stay up to date because there are hella breweries here. Very much enjoyed this sour. sourness with a sweet 🍑 taste,Peloton Station,Charlottesville,VA,United States,38.0332,-78.4941,4,7/23/2019 19:55,https://untappd.com/c/781415640,https://untappd.com/beer/1181817,https://untappd.com/brewery/4156,United States,Afton,VA,,,,781415640,1181817,4156,https://untappd.s3.amazonaws.com/photos/2019_07_23/cbdd8a8677f7928acac63a2b104641dc_raw.jpg,3.64,3.65,,0,0
Flamingo Dreams Nitro,Left Hand Brewing Company,Blonde Ale,4.7,11,The pour was mesmerizing. It cascades from cloudy maroon to a clear maroon and it just made this experience more enjoyable. Also tastes good,,,,,,,3.75,7/23/2019 20:24,https://untappd.com/c/781428393,https://untappd.com/beer/2985068,https://untappd.com/brewery/779,United States,Longmont,CO,,,Can,781428393,2985068,779,https://untappd.s3.amazonaws.com/photos/2019_07_24/47b10638fdfb24cc42cbc6ec56f5ade6_raw.jpg,3.5,3.51,,0,0
Saving Grace,Pale Fire Brewing Company,Patersbier,4.2,26,"I created my own flight and it was overwhelming. Good crisp flavor, would drink again",Draft Taproom,Charlottesville,VA,United States,38.0299,-78.4785,3.5,7/23/2019 21:43,https://untappd.com/c/781461180,https://untappd.com/beer/1040569,https://untappd.com/brewery/194748,United States,Harrisonburg,VA,,,Draft,781461180,1040569,194748,https://untappd.s3.amazonaws.com/photos/2019_07_24/6dabede75034a3c11c8e4a77797538e4_raw.jpg,3.39,3.44,,0,0
Optimal® Wit,Port City Brewing,Wheat Beer - Witbier,4.9,15,Almost an herbier blue moon,Draft Taproom,Charlottesville,VA,United States,38.0299,-78.4785,3.75,7/23/2019 21:44,https://untappd.com/c/781461575,https://untappd.com/beer/28524,https://untappd.com/brewery/7771,United States,Alexandria,VA,,,,781461575,28524,7771,https://untappd.s3.amazonaws.com/photos/2019_07_24/6cdb646d2c97318055ddc16d32a52522_raw.jpg,3.61,3.61,,0,0
Virginia Blackberry,Hardywood Park Craft Brewery,Wheat Beer - Witbier,6.8,12,Was expecting it to be more tart and a stronger flavor but still good,Draft Taproom,Charlottesville,VA,United States,38.0299,-78.4785,3.25,7/23/2019 21:46,https://untappd.com/c/781462192,https://untappd.com/beer/217990,https://untappd.com/brewery/16167,United States,Richmond,VA,,,,781462192,217990,16167,https://untappd.s3.amazonaws.com/photos/2019_07_24/0d7dea7b77f303abe77439cc6c4fe42c_raw.jpg,3.54,3.55,,0,0
Bright Tangerine,Devils Backbone Brewing Company,Australian Sparkling Ale,4,21,Not adding another picture. Nice tangerine-y taste. Just wished I tasted more beer,Draft Taproom,Charlottesville,VA,United States,38.0299,-78.4785,3.5,7/23/2019 22:19,https://untappd.com/c/781473112,https://untappd.com/beer/3068167,https://untappd.com/brewery/4939,United States,Roseland,VA,,,Draft,781473112,3068167,4939,,3.27,3.3,,0,0
Skully Barrel No. 53 Komet Sitra ,Paradox Beer Company (Colorado),American Wild Ale,7.3,17,This is one of the best beers I’ve had. Great crips flavor with a nice sour note and sweet note. I’m happy,Draft Taproom,Charlottesville,VA,United States,38.0299,-78.4785,4.25,7/23/2019 22:29,https://untappd.com/c/781475716,https://untappd.com/beer/2323316,https://untappd.com/brewery/24749,United States,Divide,CO,,,Draft,781475716,2323316,24749,,3.98,3.93,,0,0
Mangö,Clown Shoes,Kölsch,5.5,25,Not overwhelmingly sweet but with the nice crisp beer flavor. Would drink again,,,,,,,3.75,7/24/2019 12:36,https://untappd.com/c/781569552,https://untappd.com/beer/976551,https://untappd.com/brewery/7583,United States,Boston,MA,,,Can,781569552,976551,7583,https://untappd.s3.amazonaws.com/photos/2019_07_24/ad80077939afba2151727c4e9dfd8867_raw.jpg,3.64,3.64,,0,0
6th Borough Pilsner,Captain Lawrence Brewing Company,Pilsner - Other,5,35,Classic Pilsner taste. Not the best I’ve had but not the worst,Draft Taproom,Charlottesville,VA,United States,38.0299,-78.4785,3.5,7/24/2019 14:04,https://untappd.com/c/781603562,https://untappd.com/beer/1782328,https://untappd.com/brewery/341,United States,Elmsford,NY,,,,781603562,1782328,341,https://untappd.s3.amazonaws.com/photos/2019_07_24/d4ba7e580486f1f35b5f4d0f0f46e67e_raw.jpg,3.52,3.53,,0,0
Otra Vez Gose with Lime and Agave,Sierra Nevada Brewing Co.,Sour - Fruited Gose,4.9,6,Tart and a touch sweet. Delightful brew,"The Draftsman, Autograph Collection",Charlottesville,VA,United States,38.0326,-78.4964,3.75,7/26/2019 15:45,https://untappd.com/c/782522680,https://untappd.com/beer/2150083,https://untappd.com/brewery/1142,United States,Chico,CA,,,Draft,782522680,2150083,1142,https://untappd.s3.amazonaws.com/photos/2019_07_26/7a1995a6c34460ae4486e6f099708a5a_raw.jpg,3.66,3.66,,3,0
Centennial IPA,Founders Brewing Co.,IPA - American,7.2,65,Average IPA. Have had better. Have had worse. I’m a beer connoisseur now so I can say these things,,,,,,,2.75,7/29/2019 20:55,https://untappd.com/c/784426556,https://untappd.com/beer/1456,https://untappd.com/brewery/549,United States,Grand Rapids,MI,,,Can,784426556,1456,549,https://untappd.s3.amazonaws.com/photos/2019_07_30/92c6561e179b5df8c5264adef711cb7c_raw.jpg,3.77,3.77,,0,0
Passion Fruit Kölsch,New Belgium Brewing Company,Kölsch,4.3,13,Nice sweetness at the beginning and taste at the end. Refreshing and crisp,,,,,,,3.5,8/2/2019 23:12,https://untappd.com/c/786189337,https://untappd.com/beer/2872061,https://untappd.com/brewery/905,United States,Fort Collins,CO,,,Can,786189337,2872061,905,https://untappd.s3.amazonaws.com/photos/2019_08_03/b38be74bc09e17f5316ef5839f88decc_raw.jpg,3.47,3.48,,1,0
Michelob Ultra Infusions Lime & Prickly Pear Cactus,Anheuser-Busch,Lager - American Light,4,0,Good refreshing summer beer. That’s about it,,,,,,,3,8/12/2019 21:19,https://untappd.com/c/791005565,https://untappd.com/beer/7362,https://untappd.com/brewery/44,United States,St. Louis,MO,,,Bottle,791005565,7362,44,https://untappd.s3.amazonaws.com/photos/2019_08_13/8b03d0b3811ef226e2ea6e8033cb8ce3_raw.jpg,2.98,2.99,,0,0
Voodoo Ranger Liquid Paradise IPA,New Belgium Brewing Company,IPA - American,7.8,44,Tastes sorta like the centennial ipa but not nearly as aggressive.,,,,,,,3.25,8/13/2019 20:52,https://untappd.com/c/791282186,https://untappd.com/beer/2706453,https://untappd.com/brewery/905,United States,Fort Collins,CO,,,Bottle,791282186,2706453,905,https://untappd.s3.amazonaws.com/photos/2019_08_14/917b33500f0969a7349fc7ca4057c2e7_raw.jpg,3.71,3.71,,1,0
Berried At Sea,Catawba Island Brewing Company,Kölsch,5,28,A lighter purple haze (which I haven’t rated it yet but will soon). delightful,Rayz on the Bay,Sandusky,OH,United States,41.4698,-82.8223,3.25,8/18/2019 15:45,https://untappd.com/c/793663013,https://untappd.com/beer/3313396,https://untappd.com/brewery/63792,United States,Port Clinton,OH,,,Draft,793663013,3313396,63792,https://untappd.s3.amazonaws.com/photos/2019_08_18/f413ec94b756733ba71675d7fc5423b5_raw.jpg,3.53,3.65,,0,0
Erie Lago,Catawba Island Brewing Company,Lager - American Light,3.4,9,The raspberry one was gone and I wasn’t feeling an IPA and they said to try this and wasn’t a fan but felt bad so here we are,Rayz on the Bay,Sandusky,OH,United States,41.4698,-82.8223,2.75,8/18/2019 16:08,https://untappd.com/c/793679246,https://untappd.com/beer/2129844,https://untappd.com/brewery/63792,United States,Port Clinton,OH,,,Draft,793679246,2129844,63792,https://untappd.s3.amazonaws.com/photos/2019_08_18/cba9e6516cdfa01c5f47aa9354de159f_raw.jpg,3.17,3.41,,0,0
#Adulting,Evil Genius Beer Company,IPA - American,6.8,65,I went here right after work so does that count as #adulting? Nice hoppy start with a slightly sweet finish.,Blu Alehouse,Riverdale,NJ,United States,40.9882,-74.3241,3.75,8/21/2019 19:25,https://untappd.com/c/794618103,https://untappd.com/beer/1757780,https://untappd.com/brewery/16170,United States,Philadelphia,PA,,,,794618103,1757780,16170,https://untappd.s3.amazonaws.com/photos/2019_08_21/8939192c64b33e210fb0661373cecc0c_raw.jpg,3.75,3.74,,0,0
Samuel Adams Kosmic Sour,Boston Beer Company,American Wild Ale,4.6,11,Def sour notes but doesn’t have much flavor. Drinkable though,,,,,,,3,8/26/2019 21:00,https://untappd.com/c/797250849,https://untappd.com/beer/3315270,https://untappd.com/brewery/157,United States,Boston,MA,,,Bottle,797250849,3315270,157,https://untappd.s3.amazonaws.com/photos/2019_08_27/186bbb0e5bf215af1765b9bce0f7f76a_raw.jpg,3.12,3.13,,0,0
High Tide,Barley Creek Brewing Company,Lager - American Amber / Red,5,22,Nice refreshing flavor. It’s my birthday so this is a treat I’m living my best life,Barley Creek Brewing Company,Tannersville,PA,United States,41.048,-75.3164,3.5,8/29/2019 19:00,https://untappd.com/c/798059711,https://untappd.com/beer/1640812,https://untappd.com/brewery/76,United States,Tannersville,PA,,,Draft,798059711,1640812,76,https://untappd.s3.amazonaws.com/photos/2019_08_29/57ebee1195b2c3487f9ae4642d8ae8d7_raw.jpg,3.42,3.48,,0,0
The One They Call Zoe,Hops & Grain Brewing,Lager - Pale,5.2,18,My friends cousin gave this to me and I’ve only been here for 5 hours but omg I love this town and this beer,,,,,,,4,8/31/2019 17:34,https://untappd.com/c/799338214,https://untappd.com/beer/165577,https://untappd.com/brewery/17860,United States,Austin,TX,,,Can,799338214,165577,17860,https://untappd.s3.amazonaws.com/photos/2019_08_31/8354706b47af4bc86a64d820b3bbb16c_raw.jpg,3.65,3.65,,0,0
Love Street,Karbach Brewing Co,Kölsch,4.9,20,I am on a walk down Love Street right now because I love this kolsch,,,,,,,3.75,8/31/2019 18:01,https://untappd.com/c/799364742,https://untappd.com/beer/340846,https://untappd.com/brewery/14665,United States,Houston,TX,,,Can,799364742,340846,14665,https://untappd.s3.amazonaws.com/photos/2019_08_31/d9378751cabe4838a9b405873c79ca95_raw.jpg,3.56,3.56,,0,0
Liliko'i Kepolo,Avery Brewing Co.,Wheat Beer - Witbier,5.4,10,Lightly tart. I enjoy this,Bangers Basement,Austin,TX,United States,30.2589,-97.7384,3.75,9/2/2019 21:28,https://untappd.com/c/800465172,https://untappd.com/beer/127388,https://untappd.com/brewery/62,United States,Boulder,CO,,,Draft,800465172,127388,62,,3.75,3.75,,0,0
Dallas Blonde,Deep Ellum Brewing Company,Blonde Ale,5.2,23,This can has a blonde girl on it which looks like a creepy doll so I was scared at first but I conquered my fear and having this beer,unBARlievable,Austin,TX,United States,30.2588,-97.7388,3.5,9/2/2019 22:12,https://untappd.com/c/800472758,https://untappd.com/beer/201719,https://untappd.com/brewery/11028,United States,Dallas,TX,,,Can,800472758,201719,11028,https://untappd.s3.amazonaws.com/photos/2019_09_03/5f957fc18d453e84faf57d6cf295f2e2_raw.jpg,3.54,3.54,,0,0
II : The Prairie-Grass Dividing (Leaves of Grass Series),Bell's Brewery,Sour - Gose,4.5,8,Honestly I don’t even like plums i dont know why I got this,Easy Tiger,Austin,TX,United States,30.2659,-97.7357,3.25,9/2/2019 23:21,https://untappd.com/c/800480501,https://untappd.com/beer/3217949,https://untappd.com/brewery/2507,United States,Comstock,MI,,,Draft,800480501,3217949,2507,https://untappd.s3.amazonaws.com/photos/2019_09_03/fc20ee5d8035f331e0299e48982fb9f5_raw.jpg,3.76,3.76,,0,0
Blood Orange Cider,Austin Eastciders,Cider - Other Fruit,5,0,Don’t have a pic for this one. Quite refreshing and a big change from an Apple cider. Angry orchard who?,,,,,,,3.5,9/3/2019 16:37,https://untappd.com/c/800604272,https://untappd.com/beer/1974093,https://untappd.com/brewery/18898,United States,Austin,TX,,,Can,800604272,1974093,18898,,3.7,3.7,,0,0
Sweet Action,Sixpoint Brewery,Pale Ale - American,5,40,Mellow hop flavor. Crisp and refreshing with a slight fruity aroma. Comes in a white claw-style can so makes the experience more enjoyable,,,,,,,3.5,9/6/2019 22:29,https://untappd.com/c/801791349,https://untappd.com/beer/2114503,https://untappd.com/brewery/1149,United States,Brooklyn,NY,,,Can,801791349,2114503,1149,https://untappd.s3.amazonaws.com/photos/2019_09_07/6bd4cf2f1a1ad2e4ee344625b55c4e37_raw.jpg,3.48,3.48,,0,0
Rosalie,Firestone Walker Brewing Company,Fruit Beer,5,10,Has an initial tart flavor but really levels off. Wish the flavor last longer. Still aight though,,,,,,,3,9/9/2019 20:47,https://untappd.com/c/803187235,https://untappd.com/beer/2919881,https://untappd.com/brewery/524,United States,Paso Robles,CA,,,Can,803187235,2919881,524,https://untappd.s3.amazonaws.com/photos/2019_09_10/649b96945758ee8feefcc360f989ae52_raw.jpg,3.42,3.43,,0,0
Samuel Adams OctoberFest,Boston Beer Company,Märzen,5.3,16,"basic white girls have pumpkin spice lattes, basic white boys (like me) have Oktoberfest",T-Bowl,Wayne,NJ,United States,40.9646,-74.2446,3,9/12/2019 20:37,https://untappd.com/c/803976774,https://untappd.com/beer/3942,https://untappd.com/brewery/157,United States,Boston,MA,,,Draft,803976774,3942,157,,3.6,3.6,,0,0
Oktoberfest - Bitburger Braugruppe (2019),Sierra Nevada Brewing Co.,Märzen,6,22,see previous post.,,,,,,,3.75,9/13/2019 22:37,https://untappd.com/c/804557009,https://untappd.com/beer/3223488,https://untappd.com/brewery/1142,United States,Chico,CA,,,Bottle,804557009,3223488,1142,https://untappd.s3.amazonaws.com/photos/2019_09_14/2dce9e8a35c205dd1e1ffc5c09b621c3_raw.jpg,3.77,3.77,,0,0
Oktoberfest Märzen / Original Münchner Märzen,Paulaner Brauerei,Märzen,5.8,20,see previous post.,,,,,,,3.75,9/14/2019 22:17,https://untappd.com/c/805317690,https://untappd.com/beer/15180,https://untappd.com/brewery/972,Germany,Munich,Bayern,,,Bottle,805317690,15180,972,https://untappd.s3.amazonaws.com/photos/2019_09_15/98c6338cb140eb5ca47b9bb89d40d3a1_raw.jpg,3.67,3.67,,0,0
Dos Equis Lager Especial,Cervecería Cuauhtémoc Moctezuma S.A. de C.V.,Lager - American,4.2,10,it’s fine. drinkable. has a somewhat crisp beginning that has promise and then it’s gone,,,,,,,3,9/18/2019 21:55,https://untappd.com/c/806506608,https://untappd.com/beer/10887,https://untappd.com/brewery/360,Mexico,Monterrey,Nuevo León,,,Bottle,806506608,10887,360,https://untappd.s3.amazonaws.com/photos/2019_09_19/275ee29f9162d7c260b3c5fa6c31e3d3_raw.jpg,3.09,3.09,,1,0
Apricot Wheat,Ithaca Beer Company,Fruit Beer,4.9,0,"this is a good fruit beer; just enough apricot to taste it, but not so much that it feels like i’m drinking fruit juice. I’m 23 not 3 so",,,,,,,3.75,9/27/2019 23:41,https://untappd.com/c/810234050,https://untappd.com/beer/4868,https://untappd.com/brewery/705,United States,Ithaca,NY,,,Bottle,810234050,4868,705,https://untappd.s3.amazonaws.com/photos/2019_09_28/bf4a8370ac9242e71933d664f19cf5fa_raw.jpg,3.53,3.53,,0,0
